Date,Price,Crisis,Year,Month,Day,DayOfWeek,IsWeekend,Price_7day_MA,Price_30day_MA,Price_Trend,IsOutlier,IsWinter
1997-01-07,3.82,1,1997,1,7,1,0,,,0,0,1
1997-01-08,3.8,1,1997,1,8,2,0,,,-1,0,1
1997-01-09,3.61,1,1997,1,9,3,0,,,-1,0,1
1997-01-10,3.92,1,1997,1,10,4,0,,,1,0,1
1997-01-13,4.0,1,1997,1,13,0,0,,,1,0,1
1997-01-14,4.01,1,1997,1,14,1,0,,,1,0,1
1997-01-15,4.34,1,1997,1,15,2,0,3.9285714285714284,,1,0,1
1997-01-16,4.71,1,1997,1,16,3,0,4.055714285714286,,1,0,1
1997-01-17,3.91,1,1997,1,17,4,0,4.071428571428571,,-1,0,1
1997-01-20,3.26,1,1997,1,20,0,0,4.021428571428571,,-1,0,1
1997-01-21,2.99,1,1997,1,21,1,0,3.8885714285714283,,-1,0,1
1997-01-22,3.05,1,1997,1,22,2,0,3.7528571428571427,,1,0,1
1997-01-23,2.96,1,1997,1,23,3,0,3.6028571428571428,,-1,0,1
1997-01-24,2.62,1,1997,1,24,4,0,3.357142857142857,,-1,0,1
1997-01-27,2.98,1,1997,1,27,0,0,3.11,,1,0,1
1997-01-28,3.05,1,1997,1,28,1,0,2.9871428571428567,,1,0,1
1997-01-29,2.91,1,1997,1,29,2,0,2.937142857142857,,-1,0,1
1997-01-30,2.86,1,1997,1,30,3,0,2.9185714285714286,,-1,0,1
1997-01-31,2.77,1,1997,1,31,4,0,2.878571428571429,,-1,0,1
1997-02-03,2.49,1,1997,2,3,0,0,2.8114285714285714,,-1,0,1
1997-02-04,2.59,1,1997,2,4,1,0,2.807142857142857,,1,0,1
1997-02-05,2.65,1,1997,2,5,2,0,2.7600000000000002,,1,0,1
1997-02-06,2.51,1,1997,2,6,3,0,2.682857142857143,,-1,0,1
1997-02-07,2.39,1,1997,2,7,4,0,2.608571428571428,,-1,0,1
1997-02-10,2.42,1,1997,2,10,0,0,2.545714285714286,,1,0,1
1997-02-11,2.34,1,1997,2,11,1,0,2.4842857142857144,,-1,0,1
1997-02-12,2.42,1,1997,2,12,2,0,2.474285714285714,,1,0,1
1997-02-13,2.22,1,1997,2,13,3,0,2.4214285714285713,,-1,0,1
1997-02-14,2.12,1,1997,2,14,4,0,2.345714285714286,,-1,0,1
1997-02-18,1.84,1,1997,2,18,1,0,2.25,3.052,-1,0,1
1997-02-19,1.95,1,1997,2,19,2,0,2.187142857142857,2.989666666666667,1,0,1
1997-02-20,1.92,1,1997,2,20,3,0,2.1157142857142857,2.9269999999999996,-1,0,1
1997-02-21,1.92,1,1997,2,21,4,0,2.0557142857142856,2.8706666666666663,0,0,1
1997-02-24,1.92,1,1997,2,24,0,0,1.9842857142857144,2.804,0,0,1
1997-02-25,1.77,1,1997,2,25,1,0,1.9200000000000002,2.7296666666666662,-1,0,1
1997-02-26,1.81,1,1997,2,26,2,0,1.8757142857142857,2.6563333333333334,1,0,1
1997-02-27,1.8,1,1997,2,27,3,0,1.8699999999999999,2.5716666666666668,-1,0,1
1997-02-28,1.78,1,1997,2,28,4,0,1.8457142857142859,2.4739999999999998,-1,0,1
1997-03-03,1.8,1,1997,3,3,0,0,1.8285714285714285,2.4036666666666666,1,0,0
1997-03-04,1.87,1,1997,3,4,1,0,1.8214285714285714,2.3573333333333335,1,0,0
1997-03-05,1.92,1,1997,3,5,2,0,1.8214285714285716,2.3216666666666663,1,0,0
1997-03-06,1.82,1,1997,3,6,3,0,1.8285714285714287,2.280666666666667,-1,0,0
1997-03-07,1.89,1,1997,3,7,4,0,1.84,2.245,1,0,0
1997-03-10,1.95,1,1997,3,10,0,0,1.8614285714285717,2.2226666666666666,1,0,0
1997-03-11,1.92,1,1997,3,11,1,0,1.8814285714285712,2.1873333333333336,-1,0,0
1997-03-12,1.96,1,1997,3,12,2,0,1.9042857142857144,2.1510000000000002,1,0,0
1997-03-13,1.98,1,1997,3,13,3,0,1.92,2.12,1,0,0
1997-03-14,1.97,1,1997,3,14,4,0,1.9271428571428568,2.090333333333333,-1,0,0
1997-03-17,2.01,1,1997,3,17,0,0,1.9542857142857142,2.065,1,0,0
1997-03-18,1.91,1,1997,3,18,1,0,1.957142857142857,2.0456666666666665,-1,0,0
1997-03-19,1.88,1,1997,3,19,2,0,1.9471428571428573,2.022,-1,0,0
1997-03-20,1.88,1,1997,3,20,3,0,1.9414285714285715,1.9963333333333333,0,0,0
1997-03-21,1.87,1,1997,3,21,4,0,1.9285714285714286,1.9749999999999999,-1,0,0
1997-03-24,1.8,1,1997,3,24,0,0,1.9028571428571428,1.9553333333333334,-1,0,0
1997-03-25,1.85,1,1997,3,25,1,0,1.885714285714286,1.9363333333333335,1,0,0
1997-03-26,1.85,1,1997,3,26,2,0,1.862857142857143,1.9199999999999997,0,0,0
1997-03-27,1.84,1,1997,3,27,3,0,1.852857142857143,1.9006666666666667,-1,0,0
1997-03-31,1.84,1,1997,3,31,0,0,1.8471428571428572,1.8880000000000001,0,0,0
1997-04-01,1.95,1,1997,4,1,1,0,1.8571428571428574,1.8823333333333332,1,0,0
1997-04-02,1.85,1,1997,4,2,2,0,1.8542857142857143,1.8826666666666665,-1,0,0
1997-04-03,1.87,1,1997,4,3,3,0,1.864285714285714,1.88,1,0,0
1997-04-04,1.91,1,1997,4,4,4,0,1.8728571428571428,1.8796666666666666,1,0,0
1997-04-07,1.99,1,1997,4,7,0,0,1.8928571428571428,1.8820000000000001,1,0,0
1997-04-08,2.01,1,1997,4,8,1,0,1.917142857142857,1.8850000000000002,1,0,0
1997-04-09,1.96,1,1997,4,9,2,0,1.9342857142857142,1.8913333333333333,-1,0,0
1997-04-10,1.97,1,1997,4,10,3,0,1.937142857142857,1.8966666666666667,1,0,0
1997-04-11,1.98,1,1997,4,11,4,0,1.9557142857142857,1.9026666666666665,1,0,0
1997-04-14,2.0,1,1997,4,14,0,0,1.9742857142857144,1.91,1,0,0
1997-04-15,2.0,1,1997,4,15,1,0,1.987142857142857,1.9166666666666667,0,0,0
1997-04-16,2.02,1,1997,4,16,2,0,1.9914285714285713,1.9216666666666666,1,0,0
1997-04-17,2.08,1,1997,4,17,3,0,2.0014285714285713,1.927,1,0,0
1997-04-18,2.1,1,1997,4,18,4,0,2.0214285714285714,1.9363333333333335,1,0,0
1997-04-21,2.09,1,1997,4,21,0,0,2.0385714285714287,1.943,-1,0,0
1997-04-22,2.1,1,1997,4,22,1,0,2.0557142857142856,1.948,1,0,0
1997-04-23,2.22,1,1997,4,23,2,0,2.087142857142857,1.9579999999999997,1,0,0
1997-04-24,2.11,1,1997,4,24,3,0,2.1028571428571428,1.963,-1,0,0
1997-04-25,2.16,1,1997,4,25,4,0,2.1228571428571428,1.969,1,0,0
1997-04-28,2.1,1,1997,4,28,0,0,2.125714285714286,1.9733333333333334,-1,0,0
1997-04-29,2.09,1,1997,4,29,1,0,2.1242857142857146,1.976,-1,0,0
1997-04-30,2.16,1,1997,4,30,2,0,2.1342857142857143,1.9843333333333333,1,0,0
1997-05-01,2.19,1,1997,5,1,3,0,2.1471428571428572,1.9946666666666668,1,0,0
1997-05-02,2.21,1,1997,5,2,4,0,2.1457142857142855,2.005666666666667,1,0,0
1997-05-05,2.23,1,1997,5,5,0,0,2.162857142857143,2.0176666666666665,1,0,0
1997-05-06,2.25,1,1997,5,6,1,0,2.1757142857142857,2.0326666666666666,1,0,0
1997-05-07,2.34,1,1997,5,7,2,0,2.21,2.049,1,0,0
1997-05-08,2.33,1,1997,5,8,3,0,2.244285714285714,2.065,-1,0,0
1997-05-09,2.3,1,1997,5,9,4,0,2.2642857142857142,2.0803333333333334,-1,0,0
1997-05-12,2.27,1,1997,5,12,0,0,2.275714285714286,2.0946666666666665,-1,0,0
1997-05-13,2.18,1,1997,5,13,1,0,2.2714285714285714,2.102333333333333,-1,0,0
1997-05-14,2.22,1,1997,5,14,2,0,2.27,2.1146666666666665,1,0,0
1997-05-15,2.25,1,1997,5,15,3,0,2.27,2.1273333333333335,1,0,0
1997-05-16,2.19,1,1997,5,16,4,0,2.2485714285714287,2.1366666666666663,-1,0,0
1997-05-19,2.25,1,1997,5,19,0,0,2.237142857142857,2.1453333333333333,1,0,0
1997-05-20,2.22,1,1997,5,20,1,0,2.2257142857142855,2.152333333333333,-1,0,0
1997-05-21,2.21,1,1997,5,21,2,0,2.217142857142857,2.1606666666666663,-1,0,0
1997-05-22,2.22,1,1997,5,22,3,0,2.222857142857143,2.1689999999999996,1,0,0
1997-05-23,2.2,1,1997,5,23,4,0,2.22,2.1763333333333335,-1,0,0
1997-05-27,2.29,1,1997,5,27,1,0,2.2257142857142855,2.186,1,0,0
1997-05-28,2.34,1,1997,5,28,2,0,2.2471428571428573,2.1973333333333334,1,0,0
1997-05-29,2.29,1,1997,5,29,3,0,2.252857142857143,2.2063333333333333,-1,0,0
1997-05-30,2.23,1,1997,5,30,4,0,2.2542857142857144,2.2113333333333336,-1,0,0
1997-06-02,2.2,1,1997,6,2,0,0,2.2528571428571427,2.214666666666667,-1,0,0
1997-06-03,2.11,1,1997,6,3,1,0,2.237142857142857,2.2153333333333336,-1,0,0
1997-06-04,2.19,1,1997,6,4,2,0,2.2357142857142853,2.2183333333333333,1,0,0
1997-06-05,2.18,1,1997,6,5,3,0,2.22,2.2169999999999996,-1,0,0
1997-06-06,2.19,1,1997,6,6,4,0,2.198571428571429,2.219666666666667,1,0,0
1997-06-09,2.19,1,1997,6,9,0,0,2.184285714285714,2.220666666666667,0,0,0
1997-06-10,2.16,1,1997,6,10,1,0,2.174285714285714,2.222666666666667,-1,0,0
1997-06-11,2.16,1,1997,6,11,2,0,2.1685714285714286,2.225,0,0,0
1997-06-12,2.14,1,1997,6,12,3,0,2.172857142857143,2.2243333333333335,-1,0,0
1997-06-13,2.15,1,1997,6,13,4,0,2.1671428571428573,2.223,1,0,0
1997-06-16,2.2,1,1997,6,16,0,0,2.17,2.222666666666667,1,0,0
1997-06-17,2.2,1,1997,6,17,1,0,2.1714285714285717,2.2216666666666662,0,0,0
1997-06-18,2.22,1,1997,6,18,2,0,2.1757142857142857,2.2206666666666663,1,0,0
1997-06-19,2.23,1,1997,6,19,3,0,2.185714285714286,2.217,1,0,0
1997-06-20,2.25,1,1997,6,20,4,0,2.198571428571429,2.2143333333333333,1,0,0
1997-06-23,2.29,1,1997,6,23,0,0,2.22,2.214,1,0,0
1997-06-24,2.32,1,1997,6,24,1,0,2.244285714285714,2.2156666666666665,1,0,0
1997-06-25,2.32,1,1997,6,25,2,0,2.2614285714285716,2.2203333333333335,0,0,0
1997-06-26,2.23,1,1997,6,26,3,0,2.2657142857142856,2.2206666666666663,-1,0,0
1997-06-27,2.17,1,1997,6,27,4,0,2.2585714285714285,2.2179999999999995,-1,0,0
1997-06-30,2.17,1,1997,6,30,0,0,2.25,2.2173333333333334,0,0,0
1997-07-01,2.16,1,1997,7,1,1,0,2.237142857142857,2.2143333333333333,-1,0,0
1997-07-02,2.14,1,1997,7,2,2,0,2.2157142857142857,2.2116666666666664,-1,0,0
1997-07-03,2.11,1,1997,7,3,3,0,2.185714285714286,2.2083333333333335,-1,0,0
1997-07-07,2.13,1,1997,7,7,0,0,2.1585714285714284,2.205333333333334,1,0,0
1997-07-08,2.13,1,1997,7,8,1,0,2.144285714285714,2.2030000000000003,0,0,0
1997-07-09,2.16,1,1997,7,9,2,0,2.142857142857143,2.1986666666666665,1,0,0
1997-07-10,2.15,1,1997,7,10,3,0,2.14,2.192333333333333,-1,0,0
1997-07-11,2.16,1,1997,7,11,4,0,2.14,2.188,1,0,0
1997-07-14,2.18,1,1997,7,14,0,0,2.1457142857142855,2.1863333333333332,1,0,0
1997-07-15,2.21,1,1997,7,15,1,0,2.16,2.186666666666667,1,0,0
1997-07-16,2.24,1,1997,7,16,2,0,2.1757142857142857,2.1910000000000003,1,0,0
1997-07-17,2.29,1,1997,7,17,3,0,2.198571428571429,2.1943333333333332,1,0,0
1997-07-18,2.26,1,1997,7,18,4,0,2.212857142857143,2.197,-1,0,0
1997-07-21,2.17,1,1997,7,21,0,0,2.2157142857142857,2.1963333333333335,-1,0,0
1997-07-22,2.18,1,1997,7,22,1,0,2.2185714285714284,2.196,1,0,0
1997-07-23,2.2,1,1997,7,23,2,0,2.2214285714285715,2.1973333333333334,1,0,0
1997-07-24,2.24,1,1997,7,24,3,0,2.2257142857142855,2.2,1,0,0
1997-07-25,2.22,1,1997,7,25,4,0,2.222857142857143,2.2026666666666666,-1,0,0
1997-07-28,2.19,1,1997,7,28,0,0,2.2085714285714286,2.204,-1,0,0
1997-07-29,2.23,1,1997,7,29,1,0,2.204285714285714,2.205,1,0,0
1997-07-30,2.19,1,1997,7,30,2,0,2.2071428571428573,2.2046666666666668,-1,0,0
1997-07-31,2.23,1,1997,7,31,3,0,2.2142857142857144,2.205,1,0,0
1997-08-01,2.24,1,1997,8,1,4,0,2.2199999999999998,2.2053333333333334,1,0,0
1997-08-04,2.26,1,1997,8,4,0,0,2.222857142857143,2.2056666666666667,1,0,0
1997-08-05,2.33,1,1997,8,5,1,0,2.238571428571429,2.207,1,0,0
1997-08-06,2.38,1,1997,8,6,2,0,2.2657142857142856,2.2090000000000005,1,0,0
1997-08-07,2.5,1,1997,8,7,3,0,2.3042857142857143,2.2150000000000003,1,0,0
1997-08-08,2.38,1,1997,8,8,4,0,2.3314285714285714,2.2199999999999998,-1,0,0
1997-08-11,2.53,1,1997,8,11,0,0,2.374285714285714,2.2319999999999998,1,0,0
1997-08-12,2.56,1,1997,8,12,1,0,2.4200000000000004,2.2449999999999997,1,0,0
1997-08-13,2.45,1,1997,8,13,2,0,2.447142857142857,2.2546666666666666,-1,0,0
1997-08-14,2.57,1,1997,8,14,3,0,2.4814285714285718,2.2689999999999997,1,0,0
1997-08-15,2.53,1,1997,8,15,4,0,2.5028571428571427,2.283,-1,0,0
1997-08-18,2.56,1,1997,8,18,0,0,2.511428571428571,2.2973333333333334,1,0,0
1997-08-19,2.61,1,1997,8,19,1,0,2.5442857142857145,2.313333333333333,1,0,0
1997-08-20,2.62,1,1997,8,20,2,0,2.557142857142857,2.3286666666666664,1,0,0
1997-08-21,2.45,1,1997,8,21,3,0,2.5414285714285714,2.338666666666667,-1,0,0
1997-08-22,2.47,1,1997,8,22,4,0,2.544285714285714,2.3489999999999998,1,0,0
1997-08-25,2.53,1,1997,8,25,0,0,2.5385714285714287,2.360666666666667,1,0,0
1997-08-26,2.58,1,1997,8,26,1,0,2.545714285714286,2.3729999999999998,1,0,0
1997-08-27,2.51,1,1997,8,27,2,0,2.5385714285714287,2.3819999999999997,-1,0,0
1997-08-28,2.57,1,1997,8,28,3,0,2.532857142857143,2.3913333333333333,1,0,0
1997-08-29,2.69,1,1997,8,29,4,0,2.5428571428571423,2.405666666666667,1,0,0
1997-09-02,2.82,1,1997,9,2,1,0,2.5957142857142856,2.427333333333333,1,0,0
1997-09-03,2.86,1,1997,9,3,2,0,2.6514285714285712,2.45,1,0,0
1997-09-04,2.73,1,1997,9,4,3,0,2.68,2.4676666666666667,-1,0,0
1997-09-05,2.67,1,1997,9,5,4,0,2.6928571428571426,2.4819999999999998,-1,0,0
1997-09-08,2.67,1,1997,9,8,0,0,2.7157142857142853,2.497,0,0,0
1997-09-09,2.74,1,1997,9,9,1,0,2.7399999999999998,2.515333333333333,1,0,0
1997-09-10,2.74,1,1997,9,10,2,0,2.7471428571428573,2.5323333333333333,0,0,0
1997-09-11,2.78,1,1997,9,11,3,0,2.741428571428571,2.552,1,0,0
1997-09-12,2.86,1,1997,9,12,4,0,2.7414285714285715,2.573,1,0,0
1997-09-15,2.88,1,1997,9,15,0,0,2.762857142857143,2.594333333333333,1,0,0
1997-09-16,2.83,1,1997,9,16,1,0,2.7857142857142856,2.613333333333333,-1,0,0
1997-09-17,2.75,1,1997,9,17,2,0,2.7971428571428567,2.627333333333333,-1,0,0
1997-09-18,2.84,1,1997,9,18,3,0,2.8114285714285714,2.6426666666666665,1,0,0
1997-09-19,2.94,1,1997,9,19,4,0,2.84,2.6573333333333333,1,0,0
1997-09-22,2.98,1,1997,9,22,0,0,2.8685714285714288,2.677333333333334,1,0,0
1997-09-23,3.09,1,1997,9,23,1,0,2.9014285714285712,2.6959999999999997,1,0,0
1997-09-24,3.03,1,1997,9,24,2,0,2.922857142857143,2.7116666666666664,-1,0,0
1997-09-25,3.05,1,1997,9,25,3,0,2.954285714285714,2.731666666666667,1,0,0
1997-09-26,3.24,1,1997,9,26,4,0,3.0242857142857145,2.754,1,0,0
1997-09-29,3.09,1,1997,9,29,0,0,3.06,2.772666666666667,-1,0,0
1997-09-30,2.96,1,1997,9,30,1,0,3.0628571428571427,2.786,-1,0,0
1997-10-01,3.08,1,1997,10,1,2,0,3.077142857142857,2.8016666666666667,1,0,0
1997-10-02,2.97,1,1997,10,2,3,0,3.0599999999999996,2.813333333333333,-1,0,0
1997-10-03,2.91,1,1997,10,3,4,0,3.042857142857143,2.8286666666666664,-1,0,0
1997-10-06,2.96,1,1997,10,6,0,0,3.0300000000000002,2.8449999999999998,1,0,0
1997-10-07,2.81,1,1997,10,7,1,0,2.968571428571429,2.8543333333333334,-1,0,0
1997-10-08,2.8,1,1997,10,8,2,0,2.927142857142857,2.8616666666666664,-1,0,0
1997-10-09,2.8,1,1997,10,9,3,0,2.9042857142857144,2.8713333333333333,0,0,0
1997-10-10,2.78,1,1997,10,10,4,0,2.8614285714285717,2.878333333333333,-1,0,0
1997-10-13,2.87,1,1997,10,13,0,0,2.847142857142857,2.884333333333333,1,0,0
1997-10-14,2.84,1,1997,10,14,1,0,2.837142857142857,2.8850000000000002,-1,0,0
1997-10-15,2.84,1,1997,10,15,2,0,2.82,2.8843333333333327,0,0,0
1997-10-16,2.94,1,1997,10,16,3,0,2.8385714285714285,2.8913333333333338,1,0,0
1997-10-17,2.97,1,1997,10,17,4,0,2.8628571428571425,2.9013333333333335,1,0,0
1997-10-20,3.05,1,1997,10,20,0,0,2.8985714285714286,2.914,1,0,0
1997-10-21,3.13,1,1997,10,21,1,0,2.948571428571428,2.927,1,0,0
1997-10-22,3.24,1,1997,10,22,2,0,3.001428571428572,2.9436666666666667,1,0,0
1997-10-23,3.34,1,1997,10,23,3,0,3.072857142857143,2.962333333333333,1,0,0
1997-10-24,3.29,1,1997,10,24,4,0,3.1371428571428575,2.9766666666666666,-1,0,0
1997-10-27,3.46,1,1997,10,27,0,0,3.2114285714285713,2.996,1,0,0
1997-10-28,3.61,1,1997,10,28,1,0,3.302857142857143,3.022,1,0,0
1997-10-29,3.45,1,1997,10,29,2,0,3.36,3.0453333333333332,-1,0,0
1997-10-30,3.34,1,1997,10,30,3,0,3.39,3.062,-1,0,0
1997-10-31,3.22,1,1997,10,31,4,0,3.3871428571428575,3.0713333333333335,-1,0,0
1997-11-03,3.23,1,1997,11,3,0,0,3.3714285714285714,3.0796666666666668,1,0,0
1997-11-04,3.15,1,1997,11,4,1,0,3.3514285714285714,3.0816666666666666,-1,0,0
1997-11-05,3.18,1,1997,11,5,2,0,3.3114285714285714,3.086666666666667,1,0,0
1997-11-06,3.2,1,1997,11,6,3,0,3.2528571428571427,3.091666666666667,1,0,0
1997-11-07,3.05,1,1997,11,7,4,0,3.1957142857142857,3.0853333333333333,-1,0,0
1997-11-10,3.2,1,1997,11,10,0,0,3.1757142857142857,3.089,1,0,0
1997-11-11,3.26,1,1997,11,11,1,0,3.1814285714285715,3.0989999999999998,1,0,0
1997-11-12,3.28,1,1997,11,12,2,0,3.188571428571428,3.1056666666666666,1,0,0
1997-11-13,3.27,1,1997,11,13,3,0,3.2057142857142855,3.115666666666667,-1,0,0
1997-11-14,3.25,1,1997,11,14,4,0,3.2157142857142853,3.127,-1,0,0
1997-11-17,3.1,1,1997,11,17,0,0,3.2014285714285715,3.131666666666667,-1,0,0
1997-11-18,3.0,1,1997,11,18,1,0,3.1942857142857144,3.138,-1,0,0
1997-11-19,2.97,1,1997,11,19,2,0,3.161428571428572,3.143666666666667,-1,0,0
1997-11-20,2.77,1,1997,11,20,3,0,3.0914285714285716,3.1426666666666665,-1,0,0
1997-11-21,2.59,1,1997,11,21,4,0,2.9928571428571433,3.1363333333333334,-1,0,0
1997-11-24,2.63,1,1997,11,24,0,0,2.9014285714285712,3.128333333333333,1,0,0
1997-11-25,2.51,1,1997,11,25,1,0,2.795714285714286,3.1173333333333333,-1,0,0
1997-11-26,2.5,1,1997,11,26,2,0,2.71,3.1060000000000003,-1,0,0
1997-12-01,2.52,1,1997,12,1,0,0,2.641428571428572,3.0919999999999996,1,0,1
1997-12-02,2.61,1,1997,12,2,1,0,2.59,3.0799999999999996,1,0,1
1997-12-03,2.53,1,1997,12,3,2,0,2.5557142857142856,3.0626666666666664,-1,0,1
1997-12-04,2.48,1,1997,12,4,3,0,2.54,3.041,-1,0,1
1997-12-05,2.42,1,1997,12,5,4,0,2.5100000000000002,3.013666666666667,-1,0,1
1997-12-08,2.3,1,1997,12,8,0,0,2.48,2.979,-1,0,1
1997-12-09,2.35,1,1997,12,9,1,0,2.4585714285714286,2.947666666666666,1,0,1
1997-12-10,2.45,1,1997,12,10,2,0,2.448571428571429,2.914,1,0,1
1997-12-11,2.3,1,1997,12,11,3,0,2.404285714285714,2.8703333333333334,-1,0,1
1997-12-12,2.3,1,1997,12,12,4,0,2.371428571428571,2.832,0,0,1
1997-12-15,2.25,1,1997,12,15,0,0,2.3385714285714285,2.7956666666666665,-1,0,1
1997-12-16,2.29,1,1997,12,16,1,0,2.3200000000000003,2.7646666666666664,1,0,1
1997-12-17,2.38,1,1997,12,17,2,0,2.3314285714285714,2.736333333333333,1,0,1
1997-12-18,2.37,1,1997,12,18,3,0,2.334285714285714,2.7103333333333333,-1,0,1
1997-12-19,2.39,1,1997,12,19,4,0,2.325714285714286,2.6839999999999997,1,0,1
1997-12-22,2.36,1,1997,12,22,0,0,2.334285714285714,2.6559999999999997,-1,0,1
1997-12-23,2.24,1,1997,12,23,1,0,2.325714285714286,2.6289999999999996,-1,0,1
1997-12-24,2.06,1,1997,12,24,2,0,2.2985714285714285,2.5909999999999997,-1,0,1
1997-12-26,2.18,1,1997,12,26,4,0,2.282857142857143,2.555,1,0,1
1997-12-29,2.33,1,1997,12,29,0,0,2.275714285714286,2.5233333333333334,1,0,1
1997-12-30,2.27,1,1997,12,30,1,0,2.2614285714285716,2.49,-1,0,1
1997-12-31,2.27,1,1997,12,31,2,0,2.244285714285714,2.457333333333333,0,0,1
1998-01-02,2.16,1,1998,1,2,4,0,2.2157142857142857,2.426,-1,0,1
1998-01-05,2.05,1,1998,1,5,0,0,2.1885714285714286,2.3943333333333334,-1,0,1
1998-01-06,2.16,1,1998,1,6,1,0,2.202857142857143,2.3673333333333333,1,0,1
1998-01-07,2.13,1,1998,1,7,2,0,2.1957142857142857,2.3459999999999996,-1,0,1
1998-01-08,2.11,1,1998,1,8,3,0,2.164285714285714,2.33,-1,0,1
1998-01-09,2.09,1,1998,1,9,4,0,2.138571428571429,2.312,-1,0,1
1998-01-12,2.01,1,1998,1,12,0,0,2.1014285714285714,2.2953333333333332,-1,0,1
1998-01-13,2.03,1,1998,1,13,1,0,2.0828571428571427,2.2796666666666665,1,0,1
1998-01-14,2.05,1,1998,1,14,2,0,2.0828571428571427,2.2640000000000002,1,0,1
1998-01-15,2.07,1,1998,1,15,3,0,2.07,2.246,1,0,1
1998-01-16,2.11,1,1998,1,16,4,0,2.067142857142857,2.2319999999999998,1,0,1
1998-01-20,2.12,1,1998,1,20,1,0,2.0685714285714285,2.2199999999999998,1,0,1
1998-01-21,2.09,1,1998,1,21,2,0,2.0685714285714285,2.209,-1,0,1
1998-01-22,2.1,1,1998,1,22,3,0,2.0814285714285714,2.2023333333333333,1,0,1
1998-01-23,2.14,1,1998,1,23,4,0,2.097142857142857,2.195333333333333,1,0,1
1998-01-26,2.09,1,1998,1,26,0,0,2.1028571428571428,2.183333333333333,-1,0,1
1998-01-27,2.06,1,1998,1,27,1,0,2.1014285714285714,2.175333333333333,-1,0,1
1998-01-28,2.09,1,1998,1,28,2,0,2.0985714285714288,2.1683333333333334,1,0,1
1998-01-29,2.07,1,1998,1,29,3,0,2.0914285714285716,2.1623333333333337,-1,0,1
1998-01-30,2.09,1,1998,1,30,4,0,2.0914285714285716,2.155666666666667,1,0,1
1998-02-02,2.23,1,1998,2,2,0,0,2.11,2.1506666666666665,1,0,1
1998-02-03,2.27,1,1998,2,3,1,0,2.1285714285714286,2.1473333333333335,1,0,1
1998-02-04,2.23,1,1998,2,4,2,0,2.1485714285714286,2.1420000000000003,-1,0,1
1998-02-05,2.31,1,1998,2,5,3,0,2.184285714285714,2.140333333333333,1,0,1
1998-02-06,2.35,1,1998,2,6,4,0,2.221428571428571,2.1439999999999997,1,0,1
1998-02-09,2.25,1,1998,2,9,0,0,2.2471428571428573,2.150333333333333,-1,0,1
1998-02-10,2.18,1,1998,2,10,1,0,2.2600000000000002,2.150333333333333,-1,0,1
1998-02-11,2.21,1,1998,2,11,2,0,2.257142857142857,2.146333333333333,1,0,1
1998-02-12,2.2,1,1998,2,12,3,0,2.2471428571428573,2.144,-1,0,1
1998-02-13,2.22,1,1998,2,13,4,0,2.245714285714286,2.142333333333333,1,0,1
1998-02-17,2.18,1,1998,2,17,1,0,2.2271428571428573,2.1430000000000002,-1,0,1
1998-02-18,2.19,1,1998,2,18,2,0,2.2042857142857146,2.1476666666666664,1,0,1
1998-02-19,2.22,1,1998,2,19,3,0,2.2,2.1496666666666666,1,0,1
1998-02-20,2.2,1,1998,2,20,4,0,2.2028571428571433,2.152,-1,0,1
1998-02-23,2.2,1,1998,2,23,0,0,2.2014285714285715,2.1550000000000002,0,0,1
1998-02-24,2.19,1,1998,2,24,1,0,2.2,2.158333333333333,-1,0,1
1998-02-25,2.21,1,1998,2,25,2,0,2.198571428571429,2.165,1,0,1
1998-02-26,2.28,1,1998,2,26,3,0,2.212857142857143,2.1733333333333333,1,0,1
1998-02-27,2.23,1,1998,2,27,4,0,2.2185714285714284,2.179333333333333,-1,0,1
1998-03-02,2.26,1,1998,3,2,0,0,2.224285714285714,2.1856666666666666,1,0,0
1998-03-03,2.24,1,1998,3,3,1,0,2.23,2.19,-1,0,0
1998-03-04,2.19,1,1998,3,4,2,0,2.2285714285714286,2.192333333333333,-1,0,0
1998-03-05,2.12,1,1998,3,5,3,0,2.2185714285714284,2.1933333333333334,-1,0,0
1998-03-06,2.1,1,1998,3,6,4,0,2.202857142857143,2.1933333333333334,-1,0,0
1998-03-09,2.17,1,1998,3,9,0,0,2.1871428571428573,2.1943333333333332,1,0,0
1998-03-10,2.25,1,1998,3,10,1,0,2.19,2.1996666666666664,1,0,0
1998-03-11,2.25,1,1998,3,11,2,0,2.1885714285714286,2.206,0,0,0
1998-03-12,2.23,1,1998,3,12,3,0,2.1871428571428573,2.2106666666666666,-1,0,0
1998-03-13,2.21,1,1998,3,13,4,0,2.1900000000000004,2.2153333333333336,-1,0,0
1998-03-16,2.2,1,1998,3,16,0,0,2.2014285714285715,2.219,-1,0,0
1998-03-17,2.2,1,1998,3,17,1,0,2.2157142857142857,2.2179999999999995,0,0,0
1998-03-18,2.21,1,1998,3,18,2,0,2.2214285714285715,2.216,1,0,0
1998-03-19,2.25,1,1998,3,19,3,0,2.2214285714285715,2.216666666666667,1,0,0
1998-03-20,2.28,1,1998,3,20,4,0,2.2257142857142855,2.215666666666667,1,0,0
1998-03-23,2.33,1,1998,3,23,0,0,2.2399999999999998,2.2150000000000003,1,0,0
1998-03-24,2.29,1,1998,3,24,1,0,2.2514285714285713,2.216333333333333,-1,0,0
1998-03-25,2.33,1,1998,3,25,2,0,2.27,2.2213333333333334,1,0,0
